route_id,route_name,km_from,km_to,province,geocode,agency,accidents,dead,injured,severity_score,accidents_per_year,years_observed,rain_share,common_geometry,common_cause
212,ห้วยสะแบก - อำนาจเจริญ,502,503,อำนาจเจริญ,37,กรมทางหลวง,6,4,6,46,2,3,0.167,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,วังครก - เสียบญวณ,475,476,ชุมพร,86,กรมทางหลวง,5,3,16,46,1.67,3,0.4,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
12,ตาก - หนองเสือ,116,117,ตาก,63,กรมทางหลวง,5,4,6,46,2.5,2,0,ทางแยกรูปตัว T+ที่ราบ,ขับรถเร็วเกินอัตรากำหนด
ปท.3004,แยกทางหลวงหมายเลข 305 (กม.ที่ 15+700) - บ้านลำลูกกา,6,7,ปทุมธานี,13,กรมทางหลวงชนบท,4,4,6,46,4,1,0,ทางตรง+ไม่มีความลาดชัน,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ
2,พล - บ้านไผ่,268,269,ขอนแก่น,40,กรมทางหลวง,4,3,16,46,2,2,0,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตรากำหนด
12,หนองเสือ - วังวน,132,133,สุโขทัย,64,กรมทางหลวง,3,2,26,46,1,3,0,ทางแยกรูปตัว T+ที่ราบ,มีการตัดหน้าระยะกระชั้นชิด
202,ห้วยลำเตา - เกษตรวิสัย,185,186,ร้อยเอ็ด,45,กรมทางหลวง,3,4,6,46,1.5,2,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
7,หนองข้างคอก - ตะเคียนเตี้ย,93,94,ชลบุรี,20,กรมทางหลวง,119,0,45,45,23.8,5,0.017,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
9,แขวงรามอินทรา - บางพลี,48,49,กรุงเทพมหานคร,10,กรมทางหลวง,68,0,45,45,13.6,5,0.103,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,วังครก - เสียบญวณ,482,483,ชุมพร,86,กรมทางหลวง,48,2,25,45,9.6,5,0.854,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
9,พระประแดง - บางแค,2,3,พระนครศรีอยุธยา,14,กรมทางหลวง,46,2,25,45,9.2,5,0.043,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
12,แม่ละเมา - ตาก,52,53,ตาก,63,กรมทางหลวง,35,3,15,45,8.75,4,0.114,ทางโค้งกว้าง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด
11,หนองน้ำเขียว - ปางเคาะ,362,363,แพร่,54,กรมทางหลวง,33,2,25,45,8.25,4,0.485,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
304,คลองหลวงแพ่ง - ฉะเชิงเทรา,64,65,ฉะเชิงเทรา,24,กรมทางหลวง,27,2,25,45,9,3,0.407,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3242,บางบอน - โรงพยาบาลบางปะกอก 8,17,18,กรุงเทพมหานคร,10,กรมทางหลวง,25,1,35,45,6.25,4,0.04,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,ต่างระดับบางปะอิน - หนองแค,60,61,พระนครศรีอยุธยา,14,กรมทางหลวง,23,2,25,45,5.75,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
32,นครหลวง - อ่างทอง,46,47,พระนครศรีอยุธยา,14,กรมทางหลวง,13,4,5,45,3.25,4,0.385,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
32,ไชโย - สิงห์ใต้,68,69,สิงห์บุรี,17,กรมทางหลวง,12,4,5,45,2.4,5,0.083,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3902,พระประแดง - บางแค,9,10,กรุงเทพมหานคร,10,กรมทางหลวง,12,3,15,45,2.4,5,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
304,วังน้ำเขียว - ดอนขวาง,222,223,นครราชสีมา,30,กรมทางหลวง,10,3,15,45,2.5,4,0.1,ทางโค้งกว้าง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,แยกสวนพฤกษศาสตร์พุแค - แยกโรงเรียนสุธีวิทยา,134,135,สระบุรี,19,กรมทางหลวง,9,3,15,45,2.25,4,0,ทางตรง+ไม่มีความลาดชัน,หลับใน
1,แยกประตูชัย - พาน,852,853,พะเยา,56,กรมทางหลวง,7,4,5,45,1.75,4,0,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
4,เขาคราม - ตลาดเก่า,958,959,กระบี่,81,กรมทางหลวง,7,4,5,45,1.4,5,0.143,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
22,สว่างแดนดิน-สูงเนิน,99,100,สกลนคร,47,กรมทางหลวง,7,4,5,45,1.75,4,0.143,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
349,พนัสนิคม - หนองชาก,5,6,ชลบุรี,20,กรมทางหลวง,7,4,5,45,2.33,3,0,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด
3030,ดงมะขามเทศ - บางระจัน,5,6,สิงห์บุรี,17,กรมทางหลวง,6,4,5,45,3,2,0.167,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตราที่กำหนด
344,หนองรี - หนองปรือ,27,28,ชลบุรี,20,กรมทางหลวง,6,4,5,45,2,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3,หนองไม้แดง - ชลบุรี,91,92,ชลบุรี,20,กรมทางหลวง,6,2,25,45,1.5,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
401,บางกุ้ง - เขาหัวช้าง,186,187,สุราษฎร์ธานี,84,กรมทางหลวง,6,3,15,45,2,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
340,บางบัวทอง - ลาดบัวหลวง,11,12,ปทุมธานี,13,กรมทางหลวง,6,4,5,45,3,2,0.333,ทางตรง+ไม่มีความลาดชัน,ถนนลื่น
3245,อ่างเก็บน้ำหนองปลาไหล - หนองเสือช้าง,6,7,ระยอง,21,กรมทางหลวง,5,4,5,45,2.5,2,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
